Geneid,Feature,Coefficient
CX3CL1,HIF1A,0.0008017732283225653
CX3CL1,HLA-B,-0.003135329245347231
CX3CL1,LTBP1,-0.00031657640856429237
CX3CL1,MKI67,0.0003993244986462548
CX3CL1,MX1,0.0029645632164002644
CX3CL1,NF1,-0.0037817477148145958
CX3CL1,NOTCH1,0.00021055792430010417
CX3CL1,PKM,0.001472902601163463
CX3CL1,POLR2A,0.0010057266270978038
CX3CL1,RPL23,-0.0013564773503831526
CX3CL1,RPL7A,0.00046284819605331786
CX3CL1,SPP1,-0.001071170069947567
CX3CL1,THBS1,0.0003403890543343866
CX3CL1,VCAN,0.00047159460139107836
CX3CR1,EGR1,7.673050990807573e-05
CXCL1,A2M,-0.0010962843106976483
CXCL1,CD74,0.0004412892398272863
CXCL1,ESR1,0.0011472009941205575
CXCL1,PKM,0.011254194866792347
CXCL1,SPP1,-0.0013548179454327
CXCL1,THBS1,0.0015720626129671078
CXCL1,VCAN,-0.001716812523279534
CXCL10,A2M,-0.0021165124196399153
CXCL10,APOE,-0.0016419920243286085
CXCL10,C7,0.0006745148766061624
CXCL10,CD74,0.001672708860550386
CXCL10,COL5A1,-0.009811497372968879
CXCL10,EGR1,-0.0008223135369154255
CXCL10,FGFR1,0.00413252366330467
CXCL10,ITGAV,0.012237840317296165
CXCL10,LTBP1,0.011023677134257389
CXCL10,MKI67,0.01849508356876715
CXCL10,MMP7,-0.0008747390316845991
CXCL10,POLR2A,-0.004781030270357808
CXCL10,RPL7A,0.003364943205080127
CXCL10,S100A9,-0.012976146623603559
CXCL10,SPP1,0.003366343492616397
CXCL10,STAT1,-0.015960675759814028
CXCL10,THBS1,0.005097290834004117
CXCL10,VCAN,0.006427360012071279
CXCL11,MKI67,0.00174710128827417
CXCL11,THBS1,0.0005260747936821559
CXCL11,VCAN,0.00022920778261288432
CXCL12,A2M,0.0022005904778298548
CXCL12,B2M,0.0029812954172983397
CXCL12,CD74,-0.0017262820245934538
CXCL12,COL11A1,-0.0020213695643360773
CXCL12,EGR1,3.892056420563076e-05
CXCL12,FGFR1,-0.0011573941478614297
CXCL12,SPP1,-0.0005083224288598093
CXCL12,THBS1,0.00073972962436148
CXCL13,APOE,-0.0008649673521545702
CXCL13,B2M,0.0020814404042229055
CXCL13,C7,-0.0007072054554161917
CXCL13,CD74,-0.000244442933272073
CXCL13,CDH1,-0.0026923753631632017
CXCL13,CDH11,-0.0030531711351874115
CXCL13,COL11A1,-0.0016366111899867274
CXCL13,COL5A1,-0.0003385421263731811
CXCL13,EGR1,4.444575742483355e-05
CXCL13,ERBB2,-0.0032682595124156103
CXCL13,FGFR1,0.0014243666197412085
CXCL13,HLA-B,-7.896138225651116e-05
CXCL13,IGF2R,-0.0003718144941796012
CXCL13,ITGA6,-0.0002124756511265481
CXCL13,ITGB8,-0.0007038731970399319
CXCL13,LTBP1,-0.00016332083922865795
CXCL13,MKI67,0.00363438929469457
CXCL13,MMP1,-0.002869451695126462
CXCL13,MMP7,-0.0009164638938987547
CXCL13,MYC,-0.0019156892671638595
CXCL13,NF1,-0.00241646284666546
CXCL13,PKM,0.00036654984098017713
CXCL13,RPL7A,0.0022834420360984004
CXCL13,S100A9,-0.0005413402039783933
CXCL13,SDHA,0.0028982863902343404
CXCL13,SPP1,-0.0007003599349651952
CXCL13,THBS1,0.0017415186256669862
CXCL13,UBB,-0.0012013247411724818
CXCL14,B2M,0.004235334539715285
CXCL14,THBS1,0.0019637192733937612
CXCL16,CD74,-4.64640571210268e-05
CXCL16,FGFR1,2.6169309731317552e-05
CXCL16,PKM,0.00565154790633814
CXCL16,SPP1,-0.0004440213187710957
CXCL16,THBS1,0.000227326877543953
CXCL16,VCAN,-0.000316861368032252
CXCL2,CD74,0.0001723657694903247
CXCL2,COL11A1,-0.002976876599021849
CXCL2,COL5A1,-0.00018379553278280683
CXCL2,COL6A3,-0.0002950741607484016
CXCL2,EGR1,0.00034497931859012404
CXCL2,HLA-C,-0.006430290465229018
CXCL2,MYC,0.0013415462078397616
CXCL2,PKM,0.013941236429737524
CXCL2,SPP1,-0.0023866257171653747
CXCL2,THBS1,0.004039465559230616
CXCL2,VCAN,-0.0007162142011722622
CXCL3,THBS1,0.00014473382965555563
CXCL6,A2M,-0.00030552261724972363
CXCL6,CD74,6.118998054139964e-05
CXCL6,COL6A3,-2.6616248101874383e-05
CXCL6,EGR1,0.00010139104314899449
CXCL6,LTBP1,-3.1801917852949333e-06
CXCL6,PKM,0.0009677667645233584
CXCL6,THBS1,-2.7356114514629144e-05
CXCL6,VCAN,-6.506684809609067e-05
CXCL8,COL11A1,-0.0010540960851538543
CXCL8,COL6A3,-0.0003115253756094786
CXCL8,EGR1,0.00044879461193425644
CXCL8,HLA-C,-0.0032067876142027768
CXCL8,MYC,0.0010091650360427825
CXCL8,PKM,0.009272489919854592
CXCL8,SPP1,-0.0016043388027143527
CXCL8,THBS1,0.002031030631687443
CXCR3,CD74,-2.7316302836577305e-05
CXCR3,EGR1,6.042357306936059e-05
CXCR3,THBS1,3.7852837014857004e-05
CXCR6,CD74,-7.336168573346753e-05
CXCR6,COL6A3,-3.273279527317731e-05
CXCR6,EGR1,4.551578473891721e-05
CXCR6,SPP1,-5.2779665566297494e-05
CYBB,CD74,-0.0006799539913607621
CYBB,EGR1,0.0013148287613757583
CYBB,THBS1,0.00014097588362091504
DAB2,CD74,-0.0001770832667323718
DAB2,EGR1,0.0009299576647564697
DDB2,COL6A3,4.149266073789467e-20
DEPTOR,A2M,0.002752114177893477
DEPTOR,B2M,0.0007275555806583451
DEPTOR,C7,0.001484951813517864
DEPTOR,CD74,-0.00010482276483705661
DEPTOR,COL5A1,-0.0006294197318977661
DEPTOR,COL6A3,0.0002057275239797314
DEPTOR,EGR1,8.42265898025593e-05
DEPTOR,ENO1,0.030562871894256886
DEPTOR,ESR1,-0.0007994041689514125
DEPTOR,FGFR1,-0.0019235636322940993
DEPTOR,IGF2R,0.015818717473974193
DEPTOR,ITGAV,0.001335992923990788
DEPTOR,LDHA,0.034536747262877664
DEPTOR,MKI67,-0.003713737015630275
DEPTOR,PKM,-0.006197553654102628
DEPTOR,PLOD2,0.020560390771120794
DEPTOR,RPL7A,-0.0002271017863327419
DEPTOR,SPP1,-0.00760667289883776
DLL1,B2M,0.00036123010503713137
DLL1,C7,5.973739074286424e-05
DLL1,CD74,-0.00018964996336450697
DLL1,COL5A1,-0.0001185788210309192
DLL1,CTNNB1,9.140633077395596e-06
DLL1,EGR1,7.099673039242277e-05
DLL1,FGFR1,-7.578544883230599e-05
DLL1,SPP1,-7.892473443529184e-05
DLL1,THBS1,8.197494432851855e-06
DLL4,B2M,0.001162066046824993
DLL4,C7,-0.00015238513430435404
DLL4,CD74,-0.0002953945310168151
DLL4,COL6A3,2.165363141745346e-05
DLL4,EGR1,1.8933706360504555e-05
DLL4,FGFR1,9.383113118419894e-05
DLL4,LTBP1,9.094409881012205e-05
DLL4,SPP1,-5.392426624018735e-05
DLL4,THBS1,3.44125125484685e-05
DLL4,VCAN,-0.0001430540236517647
DNMT1,EGR1,-6.99986114701408e-05
DPP4,A2M,0.0008750168786387719
DPP4,ALDOA,0.0007912576856159284
DPP4,CD74,-6.29049079136455e-05
DPP4,COL6A3,-1.7084579008377368e-05
DPP4,ENO1,7.50713432066394e-05
DPP4,FGFR1,-0.0008909253059116126
DPP4,LTBP1,2.9187570856097287e-05
DPP4,S100A9,0.0025781246896631146
DPP4,SPP1,-3.337206907440854e-05
DPP4,THBS1,0.0005158620164266439
DPP4,VCAN,-7.111132178505206e-05
DTX3L,VCAN,1.6326373467323638e-19
DUSP1,EGR1,0.011756091942412688
DUSP2,CD74,-9.28736156661494e-05
DUSP2,EGR1,0.00015545526761906277
DUSP2,SPP1,-0.0001350491825018487
DUSP2,THBS1,0.000211852563582925
DUSP2,VCAN,-0.00017837486153979314
DUSP5,THBS1,0.0006096226350021979
E2F3,A2M,-0.00037563627788967426
E2F3,ALDOA,-0.001252039977753881
E2F3,APOE,0.0014276638217303706
E2F3,B2M,-0.002030403083570005
E2F3,C7,-4.990712432943008e-05
E2F3,CD163,0.0003686903095180159
E2F3,CD74,-0.00013230141688082576
E2F3,CENPF,0.00029526984997881164
E2F3,COL6A3,-0.00031926755579534896
E2F3,EGR1,-0.0001433476111318908
E2F3,ENO1,0.00017292988393618523
E2F3,FGFR1,0.00039602541213690624
E2F3,HLA-B,0.004475478158002789
E2F3,LDHA,0.0004164994576604414
E2F3,LTBP1,6.752291392494857e-05
E2F3,MKI67,0.0008376711492054587
E2F3,MMP7,-0.0001401016358558992
E2F3,NF1,0.001926085389111993
E2F3,S100A9,-0.00030541623705368645
E2F3,SPP1,0.00017078410209730096
E2F3,STAT1,-0.0002117006667996057
E2F3,TFRC,0.0010836270088741748
E2F3,VCAN,0.0004336322294984777
EGF,COL6A3,1.2966456480592084e-21
EGFR,A2M,0.00010660577618021438
EGFR,EGR1,0.00012049108118556102
EGFR,FGFR1,-0.0008063828842353817
EGFR,SPP1,0.0003343480957337107
EGFR,THBS1,9.428892255236832e-05
EGR1,CD74,-0.003562483514447037
EGR1,EGR1,0.01592873897369902
EIF2B4,COL6A3,1.759971227571785e-05
EIF4EBP1,APOE,-0.0030723828641686483
EIF4EBP1,EGR1,0.0002524061189343684
EIF4EBP1,ERBB2,-0.00011299862594223632
EIF4EBP1,FGFR1,-0.00038886404049980717
EIF4EBP1,IGF2R,-0.005265551985868803
EIF4EBP1,ITGB8,0.00287697337370369
EIF4EBP1,LTBP1,9.424766301853198e-05
EIF4EBP1,MYC,-0.0011081490128927649
EIF4EBP1,NOTCH2,-0.00467785235441127
EIF4EBP1,PKM,-0.0018493800049362284
EIF4EBP1,SLC2A1,-0.000765691892089544
EIF4EBP1,SPP1,0.0027207558941928
EIF4EBP1,THBS1,0.000302004588805003
EIF4EBP1,VCAN,0.0017749418937462503
EIF5AL1,EGR1,-1.270349417321404e-06
EIF5AL1,FGFR1,-1.2058005575937224e-05
ELOB,COL6A3,-9.411586146287121e-05
ELOB,LTBP1,0.00018610068294212987
ELOB,MKI67,0.0007079629253545753
ELOB,PKM,-0.0003130046975245746
ELOB,SPP1,-0.00012644464679759538
ELOB,VCAN,0.0002326160099310429
ENTPD1,A2M,0.00030009403490397505
ENTPD1,C7,-0.00031922377917020176
ENTPD1,CD74,-0.0002672369289506359
ENTPD1,COL11A1,-0.0004279246313785039
ENTPD1,COL5A1,-0.0016153273798281192
ENTPD1,COL6A3,8.630419286014983e-05
ENTPD1,CTNNB1,0.00011890281123718652
ENTPD1,EGR1,0.0004132867355255852
ENTPD1,ESR1,-0.00024027175826223527
ENTPD1,FGFR1,-0.0006473837272749199
ENTPD1,LTBP1,0.000629010939879475
ENTPD1,MKI67,0.00011531934584910959
ENTPD1,PKM,0.0014143416577487797
ENTPD1,RPL23,-0.0015778916594288558
ENTPD1,RPL7A,-0.00022023541019242982
ENTPD1,SPP1,-0.0005973974057289955
ENTPD1,TFRC,-0.00039916362548065833
ENTPD1,THBS1,0.0008077529670909533
ENTPD1,VCAN,0.0005307447286664725
EPCAM,CD74,0.001163912056425492
EPCAM,EGR1,-0.0005978178742280982
EPCAM,THBS1,-0.001251828354081452
EPM2AIP1,EGR1,-3.300147404137023e-20
ERO1A,COL6A3,3.3194128590315736e-19
EXO1,SPP1,7.70433142338235e-20
FADD,ALDOA,-0.00018087688770905907
FADD,CD74,1.8162749320375696e-05
FADD,COL11A1,0.0006260406945053648
FADD,PKM,0.002228158210363987
FAM124B,C7,9.522060524332373e-06
FAM124B,CD74,-5.396767022986475e-07
FAM124B,COL5A1,-8.1694686288614e-05
FAM124B,EGR1,1.2872105332337812e-05
FAM124B,THBS1,0.00013785659366086233
FAP,CD74,-0.00015181664645440253
FAP,THBS1,0.0007411658336645136
FAS,THBS1,0.00011362639302232637
FBP1,EGR1,1.3200589616548092e-19
FCAR,THBS1,4.615816916995682e-05
FCGR1A,EGR1,9.717532084767008e-05
FCGR2A,CD74,-0.00034062131441446396
FCGR2A,EGR1,0.00042219301522735336
FCGR2A,THBS1,0.0006009339164794
FCGR2B,CD74,-0.0004643125826301408
FCGR2B,COL6A3,-8.25761954948698e-05
FCGR2B,EGR1,0.0004523762279996854
FCGR2B,THBS1,0.00030340146467108846
FCGRT,CD74,-0.0007895391922298225
FCGRT,COL11A1,-0.00031298371091847076
FCGRT,COL5A1,-0.0004796133586216664
FCGRT,EGR1,0.0014795038864008675
FCGRT,FGFR1,-0.0014420572349032317
FCGRT,THBS1,0.0006677080596169438
FCRL2,CD74,-8.03691220857213e-06
FCRL2,COL5A1,-5.624841276940806e-06
FCRL2,THBS1,0.00012421679567491288
FGF13,EGR1,1.6603527770618007e-05
FGF9,CD74,-6.359519327401397e-21
FGFR1,CD74,-0.00015694388458662128
FGFR1,COL6A3,-2.462505702668329e-05
FGFR1,FGFR1,-0.0035628317439242163
FGFR1,SPP1,-0.00036841365901783737
FLNB,CD74,-0.0006288275438837922
FLNB,EGR1,-0.0001618052761628248
FOSL1,EGR1,0.00021055176521565984
FOSL1,THBS1,0.0005007884143331433
FOXP3,EGR1,-1.8833617280016274e-05
FOXP3,THBS1,8.487414907770698e-05
FPR1,THBS1,0.00018836500135994464
FPR3,CD74,-6.375856302713768e-05
FPR3,EGR1,0.00019734571865284906
FPR3,THBS1,0.0006413362727365067
FSTL3,CD74,-0.0002474602012875236
FSTL3,EGR1,-3.629420685474254e-05
FSTL3,MYC,-0.0001145113038212087
FSTL3,PKM,0.0006818955734544124
FSTL3,RPL23,-0.0001873478731848464
FSTL3,SPP1,-0.0002672256647823336
FSTL3,THBS1,0.00043336910296255576
FYN,A2M,0.0010853339129351092
FYN,B2M,0.002606510317376835
FYN,CD74,-0.0010009517718830717
FYN,COL11A1,-0.0018598530322835297
FYN,COL6A3,-0.00025753598214641387
FYN,EGR1,8.377333334165408e-05
FYN,FGFR1,-0.00024140252059852595
FYN,LTBP1,0.0006192611777142894
FYN,MKI67,0.001432812927031566
FYN,RPL23,-0.0003836597171680817
FYN,SPP1,-0.0009628211842190352
FYN,THBS1,0.0004832074757753922
FZD8,LTBP1,1.9365013468498502e-19
FZD9,COL5A1,3.305188689217132e-05
FZD9,COL6A3,4.495201756689436e-06
FZD9,LTBP1,4.098686317271128e-06
FZD9,MYC,-1.2686292882410956e-05
GAS1,CD74,-0.0004956289974770562
GAS1,EGR1,0.0005803964310750918
GAS1,THBS1,0.000350401249145475
GBP2,CD74,-0.00043481262920864886
GBP2,THBS1,0.000578231416446951
GIMAP4,A2M,0.0007490188593756603
GIMAP4,B2M,0.0022547982530114483
GIMAP4,CD74,-0.0010468357766210657
GIMAP4,COL5A1,-0.0014643439331559521
GIMAP4,EGR1,0.00028154636225396763
GIMAP4,MKI67,0.0003933646000514002
GIMAP4,THBS1,0.0008205344343126833
GIMAP4,VCAN,0.00041310661549668465
GIMAP6,A2M,0.0004513281250387734
GIMAP6,B2M,0.0009095122794927337
GIMAP6,CD74,-0.00043775433349984135
GIMAP6,COL5A1,-0.00019699613761198527
GIMAP6,CTNNB1,0.0008387310237185755
GIMAP6,FGFR1,-7.69131184189434e-05
GIMAP6,STAT1,3.292983856305296e-05
GIMAP6,THBS1,0.0001803201489514805
GIMAP6,VCAN,5.51418171699208e-05
GLI1,C7,0.00012062498730199485
GLS,EGR1,3.300147404137023e-20
GNLY,THBS1,5.882119295975483e-20
GOT1,CD74,0.0002905083141987139
GOT1,EGR1,-0.0001377121540578977
GOT1,FGFR1,0.00010046302313551384
GOT1,MKI67,-0.00014503950829470187
GOT1,THBS1,-0.0001293137974828019
GOT1,VCAN,0.00019161386202836377
GOT2,B2M,-5.410614985370925e-05
GOT2,C7,0.0001463633800624571
GOT2,CD74,0.00019577858036476956
GOT2,COL5A1,0.0005224474449863159
GOT2,COL6A3,6.440623850625876e-05
GOT2,FGFR1,0.0008606770982769783
GOT2,MKI67,0.00037317383168355116
GOT2,MYC,-0.0004490956224368367
GOT2,SPP1,-0.0002623554234823838
GOT2,THBS1,-0.0003040954123317101
GOT2,VCAN,0.0002415209642360679
GPC4,ALDOA,-1.5530323459724316e-05
GPC4,C7,0.00014814864083336702
GPC4,CD47,0.006847406338653489
GPC4,CD74,-0.00024011923369664503
GPC4,CENPF,0.0005064113469806933
GPC4,COL11A1,0.0001012443983262664
GPC4,COL6A3,-0.0003714152481424535
GPC4,CTNNB1,0.0018114439429222275
GPC4,ESR1,-0.0014826344202023927
GPC4,FGFR1,-0.0010916427586090674
GPC4,FLNB,-0.00036437278820610896
GPC4,HLA-C,0.00114745767746418
GPC4,IGF2R,-0.00306518545979086
GPC4,ITGAV,-0.0007832632165805333
GPC4,MKI67,0.0003914919179105406
GPC4,MX1,0.0005061660105542308
GPC4,MYC,0.0012210961055248318
GPC4,NF1,0.0011260360507630912
GPC4,NOTCH2,0.0017309124688702233
GPC4,POLR2A,-0.0022545863672412633
GPC4,RPL7A,8.545919891627346e-05
GPC4,THBS1,0.00018144292436243602
GPC4,UBB,0.0010811357679454984
GPC4,VCAN,0.00029069228748000454
GPSM3,CD74,-3.2686094317298477e-05
GPSM3,THBS1,0.0003373437909305469
GZMA,EGR1,0.00011108311662914983
GZMH,EGR1,1.6500737020685115e-20
GZMK,EGR1,6.39361278852958e-05
HAVCR2,EGR1,0.0002020861389010946
HAVCR2,THBS1,6.704711531667709e-05
HCK,CD74,-0.00020872313473932808
HCK,EGR1,0.00041066738426566907
HCK,THBS1,0.00013002246045207212
HDAC4,EGR1,-1.6500737020685115e-20
HDAC5,B2M,0.00018075499629707531
HDAC5,COL5A1,-0.0002707742928750995
HDAC5,FGFR1,-0.00016635408943376404
HDAC5,LTBP1,-0.00021726317832962904
HDAC5,MYC,0.0004206697588086587
HDAC5,VCAN,-0.00014429579133589667
HDC,CD74,-3.548125883718604e-06
HDC,EGR1,3.4226924776026976e-05
HDC,THBS1,9.726071368868217e-06
HERC6,CD74,6.673383120681537e-05
HERC6,FGFR1,0.0006110349921997685
HERC6,LTBP1,0.0004664235634232796
HERC6,MKI67,0.0006323694097749178
HERC6,PKM,0.0017901274392610024
HIF1A,THBS1,0.000634100194443297
HK2,CD74,7.554984376281242e-05
HK2,EGR1,-4.4485544114153e-05
HK2,VCAN,0.00017547515120929484
HLA-B,C7,-0.02694937105110988
HLA-B,COL6A3,-0.0044742377075883575
HLA-B,EGR1,0.03240186286710033
HLA-B,FGFR1,0.07158178609764451
HLA-B,LTBP1,-0.006180445714446411
HLA-B,PKM,0.12177107148019753
HLA-B,SPP1,0.08152510811879914
HLA-C,A2M,0.0004244249904129171
HLA-C,APOE,-0.01088262382227008
HLA-C,C7,-0.013895370720654434
HLA-C,CD163,0.062461170015176794
HLA-C,CD74,-0.006114985248039612
HLA-C,COL5A1,-0.04587937955502495
HLA-C,COL6A3,0.0033968726020936527
HLA-C,CTNNB1,0.016060241616979443
HLA-C,EGR1,0.006178225498864141
HLA-C,ENO1,-0.02707203090551438
HLA-C,FGFR1,0.024121652402510744
HLA-C,HLA-B,-0.03874654847667284
HLA-C,HLA-DRA,0.03435310219772604
HLA-C,HLA-DRB1,0.005835339472743524
HLA-C,ITGAV,0.01562963421403994
HLA-C,LTBP1,-0.0011636886696688403
HLA-C,MKI67,0.0250446302040794
HLA-C,MMP7,-0.0019529777831078273
HLA-C,MX1,-0.0005505952876072906
HLA-C,NF1,-0.013263398623142858
HLA-C,NOTCH1,0.016732241971335444
HLA-C,PKM,0.013081839592980656
HLA-C,RPL7A,0.06714352653642183
HLA-C,SFRP4,-0.009902414057595415
HLA-C,SLC2A1,0.039872351469725134
HLA-C,SPP1,0.002399727038207971
HLA-C,THBS1,0.003246168941580101
HLA-C,TNFAIP3,0.003033774554559668
HLA-C,UBB,0.005044947394079593
HLA-C,VCAN,0.02466536618613154
HLA-DMA,EGR1,0.0006331184115128951
HLA-DOB,CD74,-4.03268418447792e-05
HLA-DOB,EGR1,6.594349859925269e-07
HLA-DPA1,EGR1,0.002375081554906144
HLA-DPA1,THBS1,0.0017899803721879391
HLA-DPB1,CD74,-0.001103895047043369
HLA-DPB1,EGR1,0.002805011313545109
HLA-DPB1,THBS1,0.0019755242366877217
HLA-DQA1,A2M,-0.0033987268852010482
HLA-DQA1,CD74,-0.0009873102039546677
HLA-DQA1,COL6A3,0.0006360044425357694
HLA-DQA1,PKM,0.020984793102902893
HLA-DQA1,SPP1,-0.002431017351652257
HLA-DQA1,THBS1,-0.0007123364994195558
HLA-DQA2,THBS1,2.9410596479877416e-20
HLA-DRA,COL6A3,-0.00018590773902647895
HLA-DRA,EGR1,0.010774215524216577
HLA-DRB1,VCAN,-0.0004271697494072793
HLA-DRB5,VCAN,-0.0011609863970382466
HLA-E,C7,-0.005807023059402747
HLA-E,CD74,-0.0024265129653186137
HLA-E,COL5A1,-0.0053037509373723415
HLA-E,EGR1,0.00796089052042676
HLA-E,MKI67,0.0010601677350739792
HLA-E,PKM,0.0007167946096847729
HLA-E,SPP1,0.0038733854673741754
HLA-E,THBS1,0.0011501976123518992
HLA-E,VCAN,0.0018125346694235552
HLA-F,ALDOA,-0.00037358808941589266
HLA-F,C7,-0.00028460625810470923
HLA-F,CD74,-6.169197741801555e-05
HLA-F,COL5A1,-0.0042819206080362176
HLA-F,EGR1,0.000575373348003891
HLA-F,FGFR1,0.0022024517641323267
HLA-F,LTBP1,0.0016490653103438668
HLA-F,MKI67,0.005993346722802707
HLA-F,PKM,0.005139349607623654
HLA-F,SPP1,0.0006230369741441447
HLA-F,THBS1,0.0010966161988702962
HLA-F,VCAN,0.0017157338696025962
HMGA1,A2M,-0.003948413697875223
HMGA1,ALDOA,-0.021683730912599664
HMGA1,APOE,0.0054086316506512895
HMGA1,B2M,-0.019238187433343774
HMGA1,BCAT1,0.00016749583812003462
HMGA1,C7,-0.0009627053177051386
HMGA1,CD74,0.00025120530322376137
HMGA1,CDH2,-0.013607752225410812
HMGA1,COL5A1,0.0019647176797439212
HMGA1,COL6A3,0.0033996561037165575
HMGA1,CTNNB1,-0.01424206025149908
HMGA1,DUSP1,-0.002117918316868963
HMGA1,EGR1,-0.0013144402656505268
HMGA1,ESR1,0.002636721326081627
HMGA1,FGFR1,-0.0023064887017745415
HMGA1,HLA-B,0.035653060486949446
HMGA1,LDHA,0.008613970781427472
HMGA1,LTBP1,-0.0015630129030878598
HMGA1,MMP1,-0.00855231823896876
HMGA1,MMP7,0.0022633688084783697
HMGA1,MX1,-0.014578192205523624
HMGA1,MYC,0.0008915478024267831
HMGA1,NOTCH1,0.010260965627897549
HMGA1,POLR2A,0.024133287805487635
HMGA1,RPL23,0.002409594534337736
HMGA1,RPL7A,-0.005349374650317685
HMGA1,S100A9,-0.012499814694237806
HMGA1,SPP1,0.0055929545640790845
HMGA1,STAT1,-0.0001557247781327502
HMGA1,TFRC,0.015682601873740133
HMGA1,THBS1,-0.0024333708912628476
HMGA1,TNFAIP3,-0.00419841778927715
HMGA1,TPM1,-0.008479702741072032
HMGA1,UBB,0.0027413060170003245
HMGA1,VCAN,-0.0005550911437249678
HSD11B1,CD74,-0.00011114484568933274
ICAM1,APOE,-0.0037620205769788727
ICAM1,ATM,-0.000659891745779643
ICAM1,B2M,0.0012337113678778915
ICAM1,BCAT1,-0.0011808016586111918
ICAM1,C7,-0.0007586690309397791
ICAM1,CD163,0.0019704060128466496
ICAM1,CD74,-0.0019758685169210086
ICAM1,CDH11,-0.0025587597832117427
ICAM1,COL11A1,-0.005763034843812446
ICAM1,COL6A3,-0.00270810615537607
ICAM1,CRABP2,0.019091183730521363
ICAM1,CTNNB1,0.00352907101898077
ICAM1,EGR1,-0.0018263177835828267
ICAM1,ENO1,0.004379689244480899
ICAM1,FGFR1,-0.0005978254029759027
ICAM1,GLUL,0.016847886787746968
ICAM1,HLA-B,-0.003724384855251282
ICAM1,HLA-C,-0.006824467903108351
ICAM1,HLA-DPA1,0.010245988095424088
ICAM1,HLA-DRA,0.0029835851830729144
ICAM1,ITGAV,0.00048129412674919665
ICAM1,ITGB8,-0.003694357679405887
ICAM1,LDHA,0.004513700788815133
ICAM1,LTBP1,0.0032819689033382103
ICAM1,LYZ,-0.007632519703154045
ICAM1,MMP1,-0.0023994672429011477
ICAM1,MX1,0.0006539115473208115
ICAM1,NF1,-0.01338299616491355
